,Görüş,Clean,kelimeler2,sonuçlar,label,binary_sonuçlar
159,2 yıl önce aldığım su filtreli Arnica Elektrik süpürgesi ilk günkü gibi çalışıyor. Pişman olmazsınız. Sadece başlığın plastik değil metal aksam olması gerekirmiş. O sorunu da daha önceki süpürge başlığı ile değiştirerek hallettim.,2 yıl önce aldığım su filtreli arnica elektrik süpürgesi ilk günkü gibi çalışıyor . pişman olmazsınız . sadece başlığın plastik değil metal aksam olması gerekirmiş . o sorunu da daha önceki süpürge başlığı ile değiştirerek hallettim .,"önce, ilk, pişman, sadece, daha",-0.007311904975079775,1,0
160,Ürün iyiydi indirim kuponuda vardı gayet makuldu,ürün iyiydi indirim kuponda vardı gayet makuldü,"iyi, var, gayet, makul",0.7276688453159041,1,1
161,"süper bir ürün kullanımı kolay bu üründen beşinciyi aldım yakınkarım
gören istiyor",süper bir ürün kullanımı kolay bu üründen beşinciyi aldım yakınlarım gören istiyor,"süper, kolay",0.13071895424836602,1,1
162,Çok memnunuz zaten tavsiye üzerine aldık fiyatına göre gayet başarılı,çok memnunuz zaten tavsiye üzerine aldık fiyatına göre gayet başarılı,"çok, memnun, zaten, gayet",1.429193899782135,1,1
163,güzel bir ürün tavsiye ederim,güzel bir ürün tavsiye ederim,güzel,0.4553376906318083,1,1
164,selefi de aynı markaydı 14yıl durmadan kullanıldı..,selefi de aynı markaydı 14yıl durmadan kullanıldı . .,aynı,0.06535947712418301,1,1
165,"Kargo geç geldi. Dağıtıcı firmanın bir sorunuydu. Onun dışında bir
problem yoktu. Ürün güzel",kargo geç geldi . dağıtıcı firmanın bir sorunuydu . onun dışında bir problem yoktu . ürün güzel,"geç, yok, güzel",-0.5994568299161369,1,0
166,"Ben son derece memnunum. Aslına bakarsanız zaman içerisinde yıpranma olacağını düşündüğüm için bu konuda youtube yorumlarına falan göz atmaya karar vermiştim. Oysa ki hem ekonomik hem de klasik bir makine söz konusu olduğunda farklı seçeneklerin ön plana çıktığını söyleyebilirim. Yalnız Alman kalitesi olması nedeniyle bu makinenin son derece başarılı olduğunu da belirtmeden geçemeyeceğim. Ben çok çamaşır yıkarım, aynı zaman da ekonomik olmasını isterim diyenler varsa kesinlikle düşünmeden alsınlar derim.","ben son derece memnunum . aslına bakarsanız zaman içerisinde yıpranma olacağını düşündüğüm için bu konuda youtube yorumlarına falan göz atmaya karar vermiştim . oysa ki hem ekonomik hem de klasik bir makine söz konusu olduğunda farklı seçeneklerin ön plana çıktığını söyleyebilirim . yalnız alman kalitesi olması nedeniyle bu makinenin son derece başarılı olduğunu da belirtmeden geçemeyeceğim . ben çok çamaşır yıkarım , aynı zaman da ekonomik olmasını isterim diyenler varsa kesinlikle düşünmeden alsınlar derim .","son, memnun, ekonomik, yalnız, son, çok, aynı, ekonomik, kesin",1.400856537439938,1,1
167,ürün çok iyi 1 sipariş daha verdik anneler gunu için kargo da çok hızlı teşekkürler,ürün çok iyi 1 sipariş daha verdik anneler günü için kargo da çok hızlı teşekkürler,"çok, iyi, daha, çok",2.727668845315904,1,1
168,Gayet memnunum fiyatıda çok ucuz,gayet memnunum fiyatıda çok ucuz,"gayet, memnun, çok, ucuz",1.4270152505446623,1,1
169,ürün beklediğim gibi geldi paketlemesi de gayet iyi. Teşekkür ederim evidea...,ürün beklediğim gibi geldi paketlemesi de gayet iyi . teşekkür ederim evidea ...,"gayet, iyi",0.5686274509803921,1,1
170,Öncelikle alışveriş yaptığım sitenin hizmetinden çok memnun kaldığımı belirtmeliyim. Ürün 24 saat geçmeden elimdeydi. Ayrıca ürünle ilgili olarak yazdığım maile yaklaşık 10 dk içinde telefonla yanıt aldım. Üründen zaten evimde 4 yıldır kullanıyordum. Memnun kaldığım için kardeşimin evine de aldım.,öncelikle alışveriş yaptığım sitenin hizmetinden çok memnun kaldığımı belirtmeliyim . ürün 24 saat geçmeden elimdeydi . ayrıca ürünle ilgili olarak yazdığım maile yaklaşık 10 dk içinde telefonla yanıt aldım . üründen zaten evimde 4 yıldır kullanıyordum . memnun kaldığım için kardeşimin evine de aldım .,"çok, memnun, ayrıca, ilgili, yaklaşık, zaten, memnun",1.5969498910675382,1,1
171,Ben başka siteden aldım ama ürün efsane düşünmeyin bile alın. bir üst model ile ay ı işi yapıyor boşuna fazla para vermeyin,ben başka siteden aldım ama ürün efsane düşünmeyin bile alın . bir üst model ile ayı işi yapıyor boşuna fazla para vermeyin,"bile, boşuna, fazla",-0.28489569343719223,1,0
172,pembe renk çok kibar ve şık,pembe renk çok kibar ve şık,"pembe, çok, kibar",1.0043572984749454,1,1
173,Ürün anlatıldığı gibi gayet güzel 3 yıl garantili,ürün anlatıldığı gibi gayet güzel 3 yıl garantili,"gayet, güzel",0.6230936819172114,1,1
174,Ürünüm 1 haftada anca geldi. Yani fiyatına göre güzel ama içi fazla tatmin edici değil çünkü tirtiklari derin değil  ambalajı güzeldi kontrol ettim çalışıyor umarim uzunca bir süre kullanabilirim...Yani sinbo güzel fiyatına göre gayet iyi görünüyor tavsiye ederim,ürünüm 1 haftada anca geldi . yani fiyatına göre güzel ama içi fazla tatmin edici değil çünkü tırtıkları derin değil ambalajı güzeldi kontrol ettim çalışıyor umarım uzunca bir süre kullanabilirim ... yani sinbo güzel fiyatına göre gayet iyi görünüyor tavsiye ederim,"güzel, fazla, derin, güzel, uzun, güzel, gayet, iyi",2.084967320261438,1,1
175,Paketleme kargo başarılı ürünü kullanınca yeniden yorum yapıcam,paketleme kargo başarılı ürünü kullanınca yeniden yorum yapacağım,yeniden,0.004357298474945534,1,1
176,"Bu fiyata çelik cezve yok,düşünmeden alın","bu fiyata çelik cezve yok , düşünmeden alın",yok,-1.0,1,0
177,"fiyat on numara,satıcı on numara,ürün on numara teşekkürler..??????????","fiyat on numara , satıcı on numara , ürün on numara teşekkürler . . ? ? ? ? ? ? ? ? ? ?",,0.0,1,-1
178,Kargo işlemi daha hızlı olsaydı mükemmel olurdu,kargo işlemi daha hızlı olsaydı mükemmel olurdu,"daha, mükemmel",0.37037037037037035,1,1
179,ürün güzel ve  görsel olarak hoş bir ürün,ürün güzel ve görsel olarak hoş bir ürün,"güzel, görsel, hoş",0.4880174291938998,1,1
180,"Olumlu yönleri: Gayet kaliteli ve güzel,bu fiyata en güzel ürün diyebilirim","olumlu yönleri : gayet kaliteli ve güzel , bu fiyata en güzel ürün diyebilirim","olumlu, gayet, güzel, en, güzel",1.2657952069716776,1,1
181,Bilmiyorum bizim daha önce kullandığımız süpürgeden mi neden eşim de ben çok beğendik. Çekim gücü gayet güzel sessiz de çalışıyor. hepsiburada.com 40-50 tl daha ucuz diğer sitelere göre.,bilmiyorum bizim daha önce kullandığımız süpürgeden mı neden eşim de ben çok beğendik . çekim gücü gayet güzel sessiz de çalışıyor . hepsiburada.com 40-50 tl daha ucuz diğer sitelere göre .,"daha, önce, çok, gayet, güzel, daha, ucuz, diğer",2.4596949891067537,1,1
182,Herşey çok güzel,herşey çok güzel,"çok, güzel",1.4553376906318083,1,1
183,ürünü fiyat olarak benzerleri ile karşılaştırarak teknoloji marketlerde inceleyerek buradan aldım. 10 numara 5 yıldızı bu fiyata 100 kere hak ediyor tavsiye edrim.,ürünü fiyat olarak benzerleri ile karşılaştırarak teknoloji marketlerde inceleyerek burdan aldım . 10 numara 5 yıldızı bu fiyata 100 kere hak ediyor tavsiye ederim .,benzer,0.006535947712418301,1,1
184,cirpici boyu kisa ama hizi gayet iyi,çırpıcı boyu kısa ama hızı gayet iyi,"kısa, gayet, iyi",0.6034858387799564,1,1
185,güvenilir satıcı indirimli fiyat almak isteyenlere tavsiye ederim..👌,güvenilir satıcı indirimli fiyat almak isteyenlere tavsiye ederim . . 👌,,0.0,1,-1
186,🥰çok güzel bir ürün,çok güzel bir ürün,"çok, güzel",1.4553376906318083,1,1
187,Harika bi ürün evet sesi çok ama mutfakta tam bir yardımcı,harika bir ürün evet sesi çok ama mutfakta tam bir yardımcı,"harika, evet, çok, tam",1.1786492374727668,1,1
188,ürünü yigenime aldik şuan iyidiyor,ürünü yiğenime aldık şu an iyidiyor,,0.0,1,-1
189,"Sorunsuz urunumuzu teslım aldık,trendyol aılesı cok tesekkur edıyorum😍makına fıyatına gore gayet guzel,pahalı urunlerle esıt kalıtede","sorunsuz ürünümüzü teslim aldık , trendyol ailesi çok teşekkür ediyorum😍makina fiyatına göre gayet güzel , pahalı ürünlerle eşit kalitede","çok, gayet, güzel, pahalı, eşit",1.5178619392962664,1,1
190,"Teslimat adresim yerine diğer adresime gönderim yapıldı.Durumu tespit
ettim, bildirdim fakat hala ısrarla yaptığı yanlıştan haberi yokcasına
yanlış adres ile kargoya verildi. Benim yoğun mesajlarım sonrası kargo
yola çıkıp yanlış adresime ulaşıncaya yani alamayacağım adresime kadar
gelince kargoyu bu seferde asıl adrese yönlendirme yaptılar. Kısaca
kargonun ulaşmaması için her türlü çabayı sergilediler. Bu bir hizmet /
ticaret. Kafa dalgınlığına gelemez. Dikkat etmeniz gerekir. Aldığım ürün
özel bir şey olabilir ve istemediğim yere gidebilir. Ben bu alışverişten
memnun değilim.","teslimat adresim yerine diğer adresime gönderim yapıldı . durumu tespit ettim , bildirdim fakat hala ısrarla yaptığı yanlıştan haberi yokçasına yanlış adres ile kargoya verildi . benim yoğun mesajlarım sonrası kargo yola çıkıp yanlış adresime ulaşıncaya yani alamayacağım adresime kadar gelince kargoyu bu seferde asıl adrese yönlendirme yaptılar . kısaca kargonun ulaşmaması için her türlü çabayı sergilediler . bu bir hizmet / ticaret . kafa dalgınlığına gelemez . dikkat etmeniz gerekir . aldığım ürün özel bir şey olabilir ve istemediğim yere gidebilir . ben bu alışverişten memnun değilim .","yerine, diğer, hâlâ, yok, yanlış, yoğun, yanlış, asıl, türlü, dalgın, özel, memnun",-1.0527054048407793,1,0
191,Güzel ürün. Hızlı teslimat,güzel ürün . hızlı teslimat,güzel,0.4553376906318083,1,1
192,Fiyat performans ürünü. ikinciyi aldık,fiyat performans ürünü . ikinciyi aldık,,0.0,1,-1
193,"Ürün gerçekten hızlı ve sıkıntısız geldi. Cuma günü sipariş verdim ve
pazartesi elimdeydi. Kutusu gayet düzgün parçaları eksiksiz bir şekilde aldım.",ürün gerçekten hızlı ve sıkıntısız geldi . cuma günü sipariş verdim ve pazartesi elimdeydi . kutusu gayet düzgün parçaları eksiksiz bir şekilde aldım .,"gerçekten, gayet, düzgün",0.26143790849673204,1,1
194,Çok güzel hemen rendeliyor büyük kolaylık mutfakta. Sağlam duruyor. Kapak kısmına zamanla alışıyorsunuz ben cok sevdim sonuçta Tefal kalitesi.,çok güzel hemen rendeliyor büyük kolaylık mutfakta . sağlam duruyor . kapak kısmına zamanla alışıyorsunuz ben çok sevdim sonuçta tefal kalitesi .,"çok, güzel, hemen, büyük, kolay, sağlam, çok",2.712418300653595,1,1
195,Çok güzel tost yaptım et pişirdim mükemmel,çok güzel tost yaptım et pişirdim mükemmel,"çok, güzel, mükemmel",1.4989106753812635,1,1
196,Harika bir ürün tavsiye ederim 👌🏻,harika bir ürün tavsiye ederim 👌🏻,harika,0.0784313725490196,1,1
197,"Ürün çok şık. Isınması ve granit plakaları çok iyi. Bence tek eksiği yağ kanallarının yeri yanlış konumlandırılmış. Kendi yağ haznesi yok, ön ayaklardan dolayı tam altına bir kap koyamıyorsunuz. Makinenin üst kısmını kaldırınca üst plakada kalan yağlar arkadan zemine akıyor.","ürün çok şık . ısınması ve granit plakaları çok iyi . bence tek eksiği yağ kanallarının yeri yanlış konumlandırılmış . kendi yağ haznesi yok , on ayaklardan dolayı tam altına bir kap koyamıyorsunuz . makinenin üst kısmını kaldırınca üst plakada kalan yağlar arkadan zemine akıyor .","çok, çok, iyi, tek, yanlış, yok, tam, üst",1.4696332109708419,1,1
198,Fazla yer kaplamaması çok iyi ürün gayet kullanışlı çok memnun kaldım,fazla yer kaplamaması çok iyi ürün gayet kullanışlı çok memnun kaldım,"fazla, çok, iyi, gayet, çok, memnun",2.864923747276688,1,1
199,Bu fiyata alınabilecek en iyi çamaşır makinesi,bu fiyata alınabilecek en iyi çamaşır makinesi,"en, iyi",0.5185185185185185,1,1
200,Kısa  sürede  ürün  elime geçti  kullanıyoruz  gayet  memnunum  Tavsiye  ederim.,kısa sürede ürün elime geçti kullanıyoruz gayet memnunum tavsiye ederim .,"kısa, gayet, memnun",0.4139433551198257,1,1
201,Ürün istediğim gibi. Güzel ısınıyor,ürün istediğim gibi . güzel ısınıyor,güzel,0.4553376906318083,1,1
202,Öncelikle ürün elimize kısa süre de ulaştı. İçi ve dışının çelik olması bizim önceliğimizdi. Diğer markalarda benzer ürünlerle kıyaslandığında eksiği yok denebilir. Çalışırken sesi biraz yüksek ama ne kadar önemli tartışılır. Demlik kısmının kapağı mevcut ancak demliksiz kullanmak istediğinizde ikinci bir kapak çıkmadı (fakat demliğin kapağı altada uyuyor),öncelikle ürün elimize kısa süre de ulaştı . içi ve dişinin çelik olması bizim önceliğimizdi . diğer markalarda benzer ürünlerle kıyaslandığında eksiği yok denebilir . çalışırken sesi biraz yüksek ama ne kadar önemli tartışılır . demlik kısmının kapağı mevcut ancak demliksiz kullanmak istediğinizde ikinci bir kapak çıkmadı ( fakat demliğin kapağı almada uyuyor ),"kısa, diğer, benzer, yok, biraz, yüksek, ne",-1.072611693079058,1,0
203,hızlı kargo güvenli paket ellerinize sağlık,hızlı kargo güvenli paket ellerinize sağlık,,0.0,1,-1
204,Olumlu yönleri: Ürünü 1 aydır eşim kullanıyor başarılı filtresine dikkat etmeniz gerek.,olumlu yönleri : ürünü 1 aydır eşim kullanıyor başarılı filtresine dikkat etmeniz gerek .,olumlu,0.06971677559912855,1,1
205,Ürün büyüklüğü istediğim gibi geldi hicbir sorunu yoktu memnun kaldım.,ürün büyüklüğü istediğim gibi geldi hiçbir sorunu yoktu memnun kaldım .,"büyük, yok, memnun",-0.7276688453159041,1,0
206,Cok begendim güzel yıkıyo,çok beğendim güzel yıkıyor,"çok, güzel",1.4553376906318083,1,1
207,"Ürün çok harika .....tavsiye ederim piyasanın çok altında veriyor
Teşekkürler. ...",ürün çok harika ... . . tavsiye ederim piyasanın çok altında veriyor teşekkürler . ...,"çok, harika",1.0784313725490196,1,1
208,üründen memnun kaldım tavsiye ederim,üründen memnun kaldım tavsiye ederim,memnun,0.2113289760348584,1,1
209,2 hafta oldu alalı çooook beğendim tasarımı da son derece şık almayı düşünen herkese tavsiye ederim,2 hafta oldu alalı Çoook beğendim tasarımı da son derece şık almayı düşünen herkese tavsiye ederim,son,0.023965141612200435,1,1
210,Avantajlar : sessiz<br />Dezavantajlar : yok<br />harika bir ürün anlatmaya gerek yok,avantajlar : sessiz<br / > dezavantajlar : yok<br / > harika bir ürün anlatmaya gerek yok,"harika, yok",-0.9215686274509804,1,0
211,Sade ve orta boy yapısıyla ağır olmadığından güzel ve kullanışlı şimdilik tek kusuru demlikte süzgeç yoktur alacak olanlar göz önünde bulundurmalı,sade ve orta boy yapısıyla ağır olmadığından güzel ve kullanışlı şimdilik tek kusuru demlikte süzgeç yoktur alacak olanlar göz önünde bulundurmalı,"sade, orta, ağır, güzel, şimdilik, tek, yok",-0.5123108604172262,1,0
212,Makine iyi paketlenmişti. Kullanışı kolay ve parça bırakmadan güzelce smoothie yapabiliyor. Kuruyemisleri bile guzel parcaliyor. Sadece kutunun içinden garanti belgesi çıkmadı. Shaker larin agzini iyi sıkmak lazım,makine iyi paketlenmişti . kullanışı kolay ve parça bırakmadan güzelce smoothie yapabiliyor . kuruyemişleri bile güzel parçalıyor . sadece kutunun içinden garanti belgesi çıkmadı . Shake larin ağzını iyi sıkmak lazım,"iyi, kolay, güzel, bile, güzel, sadece, iyi, lazım",1.2049124063628496,1,1
213,Ürünğ beğendim sıkıntı yok geç gelmesi de kargo ile alakalı büyük ihtimalle,ürün beğendim sıkıntı yok geç gelmesi de kargo ile alakalı büyük ihtimalle,"yok, geç, büyük",-0.9937923418987077,1,0
214,Evet güzel yalnız iletişim eksik faturam yok,evet güzel yalnız iletişim eksik faturam yok,"evet, güzel, yalnız, yok",-0.562106425523025,1,0
215,tabanina bayıldım,tabanına bayıldım,,0.0,1,-1
216,Beğendim,beğendim,,0.0,1,-1
217,Özenli paketlenmiş teşekkürler,özenli paketlenmiş teşekkürler,,0.0,1,-1
218,"Kayinvalideme hediye olarak aldim, memnun kaldı","kayınvalideme hediye olarak aldım , memnun kaldı",memnun,0.2113289760348584,1,1
219,Çayı gayet güzel demliyor. hiç düşünmeden alın,çayı gayet güzel demliyor . hiç düşünmeden alın,"gayet, güzel, hiç",-0.08923508520607626,1,0
220,çok güzel kaliteli bir ürün,çok güzel kaliteli bir ürün,"çok, güzel",1.4553376906318083,1,1
221,ücretsiz kurulum yapıldı güzel görünüyor,ücretsiz kurulum yapıldı güzel görünüyor,güzel,0.4553376906318083,1,1
222,ürün beklentimizi karsiliyor,ürün beklentimizi karşılıyor,,0.0,1,-1
223,"Sorunsuz, kaliteli. Çeyiz için almıştım . Hala kullanıyorum çok beğendim .","sorunsuz , kaliteli . çeyiz için almıştım . hala kullanıyorum çok beğendim .","hâlâ, çok",0.863013698630137,1,1
224,Oğlum oyun oynamayı çok seviyor. bu telefonla hem ders videolarını çok rahat izliyor hem de büyük ekranı sayesinde oyunlarını çok keyifli oynuyor. çok hızlı olduğunu bu sayede çok rahat oynadığını söylüyor çektiği fotoğraflar ise çok canlı ve parlak.  depolama alanı geniş olduğundan kaydettiği ders videolarını internetsiz ortamlarda da izleyebiliyor.,oğlum oyun oynamayı çok seviyor . bu telefonla hem ders videolarını çok rahat izliyor hem de büyük ekranı sayesinde oyunlarını çok keyifli oynuyor . çok hızlı olduğunu bu sayede çok rahat oynadığını söylüyor çektiği fotoğraflar ise çok canlı ve parlak . depolama alanı geniş olduğundan kaydettiği ders videolarını internetsiz ortamlarda da izleyebiliyor .,"çok, çok, rahat, büyük, çok, çok, çok, rahat, çok, parlak, geniş",6.176470588235294,1,1
225,Bayıldım!,bayıldım !,,0.0,1,-1
226,güzel bir kahve keyfi yaşatık teşekkürler hepsi burada,güzel bir kahve keyfi yaşatik teşekkürler hepsi burada,güzel,0.4553376906318083,1,1
227,Cok memnunum iyice kullandiktan sonra yorum yapmak istedim kesinlikle tavsiye ederim ütü isini kolaylaştırıyor,çok memnunum iyice kullandıktan sonra yorum yapmak istedim kesinlikle tavsiye ederim ütü işini kolaylaştırıyor,"çok, memnun, iyi, kesin, kolay",1.8082788671023966,1,1
228,Anneme aldım çok beğendi kullanışlı bu fiyata fonksiyonları çok iyi,anneme aldım çok beğendi kullanışlı bu fiyata fonksiyonları çok iyi,"çok, çok, iyi",2.400871459694989,1,1
229,Gayet sağlam geldi bi sıkıntı yok gönül rahatlığıyla alabilirisniz,gayet sağlam geldi bir sıkıntı yok gönül rahatlığıyla alabilirişniz,"gayet, sağlam, yok, rahat",-0.7233115468409586,1,0
230,Ürünü 1 haftadır kullanıyorum.Simdilik memnunum.Ayarladiginiz programa göre İsi ayarı ve devir sayısı isterseniz otomatik oluyor.İsterseniz kendiniz ellle ayarliyorsunuz.Kirisik olmasın derseniz devir sayısını düşürebilirsiniz.Bazilari yünlü kiyafette 2-3 kilo yikayabildigini söylemiş. Yunlude zaten 2-3 kilo makinayı doldurur.Yani hacim kütle ilişkisi Bu da gayet normal bir durum.Tek korkum çamaşırları yirtiyor diyenlerin soyledigiydi.Simdilik böyle bir durumla karşılaşmadım.Oda galiba çamaşırı çok doldurmakla alakalıdır.Sorunsuz memnunum inşallah da hep memnun kalirim. Alacak olanlara da bu modeli oneririm gayet iyi.,ürünü 1 haftadır kullanıyorum . şimdilik memnunum . ayarladığınız programa göre ısı ayarı ve devir sayısı isterseniz otomatik oluyor . isterseniz kendiniz elle ayarlıyorsunuz . kırışık olmasın derseniz devir sayısını düşürebilirsiniz . bazıları yünlü kıyafette 2-3 kilo yıkayabildiğini söylemiş . yünlüde zaten 2-3 kilo makinayı doldurur . yani hacim kütle ilişkisi bu da gayet normal bir durum . tek korkum çamaşırları yırtıyor diyenlerin söylediğiydi . şimdilik böyle bir durumla karşılaşmadım . oda galiba çamaşırı çok doldurmakla alakalıdır . sorunsuz memnunum inşallah da hep memnun kalırım . alacak olanlara da bu modeli öneririm gayet iyi .,"şimdilik, memnun, otomatik, zaten, gayet, normal, tek, şimdilik, böyle, galiba, memnun, hep, memnun, gayet, iyi",1.6209150326797386,1,1
231,Urun harika. Elime cok cabuk ulasti. Herkese tavsiye ederim.,ürün harika . elime çok çabuk ulaştı . herkese tavsiye ederim .,"harika, çok, çabuk",1.10239651416122,1,1
232,Başkası için aldım. Telefon gayet iyi gözüküyor. Özelliklerine göre ve piyasadaki fiyatına göre hepsiburadadan uygun fiyata aldık. Cumartesi verdiğimiz sipariş pazar elimize ulaştı. Bu da ayrı bir güzellik oldu. Teşekkürler,başkası için aldım . telefon gayet iyi gözüküyor . özelliklerine göre ve piyasadaki fiyatına göre hepsiburadadan uygun fiyata aldık . cumartesi verdiğimiz sipariş pazar elimize ulaştı . bu da ayrı bir güzellik oldu . teşekkürler,"başka, gayet, iyi, uygun, ayrı, güzel",1.1176470588235294,1,1
233,Dik süpürge den aldım 1 aya kalmadan normal süpürge aldım 1 yıla kalmadan çekiş gücü yok seviyesine geldi filtresini temizleyince o gün iyi çekiyo sonra yine çekmiyo yıldırdı beni resmen hiç tavsiye etmiyorum,dik süpürge den aldım 1 aya kalmadan normal süpürge aldım 1 yıla kalmadan çekiş gücü yok seviyesine geldi filtresini temizleyince o gün iyi çekiyor sonra yine çekmiyor yıldırdı beni resmen hiç tavsiye etmiyorum,"dik, normal, yok, iyi, sonra, yine, resmen, hiç",-1.165801175873698,1,0
234,"Olumlu yönleri: Günlük temizlik için hep elinizin altında olması gereken küçük fonksiyonel güçlü bir araç
Fiyayı da çok uygun emsallerine göre",olumlu yönleri : günlük temizlik için hep elinizin altında olması gereken küçük fonksiyonel güçlü bir araç fiyatı da çok uygun emsallerine göre,"olumlu, günlük, temiz, hep, küçük, fonksiyonel, çok, uygun",1.0684334616647266,1,1
235,hılzı kargo güzel ürün,hızlı kargo güzel ürün,güzel,0.4553376906318083,1,1
236,resimde görüldüğünden daha büyük . gayet iyi,resimde görüldüğünden daha büyük . gayet iyi,"daha, büyük, gayet, iyi",0.9564270152505447,1,1
237,Ürün gayet güzel çok tatlı bir rengi var işimi görüyor memnunum tavsiye ederim,ürün gayet güzel çok tatlı bir rengi var işimi görüyor memnunum tavsiye ederim,"gayet, güzel, çok, tatlı, var, memnun",1.9869281045751634,1,1
238,kaliteli ve güzel,kaliteli ve güzel,güzel,0.4553376906318083,1,1
239,💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻,💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻,,0.0,1,-1
240,bayıldım çok teşekkğr ederim,bayıldım çok teşekkür ederim,çok,1.0,1,1
241,Artık eskisi gibi çekmiyor o konuda sıkıntı yaşadım ona da baktırıcam onun dışında çok güzel ve kaliteli bir ürün ışıklı olması çok güzel bir özellik tozlar yerdekiler çok iyi görünüyor çekim gücü de çok iyi ben beğendim,artık eskisi gibi çekmiyor o konuda sıkıntı yaşadım ona da baktıracağım onun dışında çok güzel ve kaliteli bir ürün ışıklı olması çok güzel bir özellik tozlar yerdekiler çok iyi görünüyor çekim gücü de çok iyi ben beğendim,"artık, eski, çok, güzel, çok, güzel, çok, iyi, çok, iyi",5.642671680544364,1,1
242,çok güzel kullanışlı umdugumdan daha iyi iyiki almisimm👍,çok güzel kullanışlı umduğumdan daha iyi iyi ki almışımm👍,"çok, güzel, daha, iyi, iyi",2.5838779956427014,1,1
243,Ürün gayet güzel ve kullanışlı. Tavsiye ederim,ürün gayet güzel ve kullanışlı . tavsiye ederim,"gayet, güzel",0.6230936819172114,1,1
244,harika bir ürün çok beğendim,harika bir ürün çok beğendim,"harika, çok",1.0784313725490196,1,1
245,Olumlu yönleri: Ürün çok güzel hiç tereddüt etmeden alın sıfır risk ;) Kargom hızlı geldi satıcılar ilgili olumsuz diyebileceğim sadece  Ufak tefek çizikler var sadece kulaklık şarj aleti orjinal değil zaten bu fiyata orjinal gönderseler aklımda soru işaretleri olurdu ayrıca aksesuarları tehmin edebilirsiniz önemli olan telefondu oda gayet güzel bir şekilde geldi.. teşekkürler teledükkan,olumlu yönleri : ürün çok güzel hiç tereddüt etmeden alın sıfır risk ;) kargom hızlı geldi satıcılar ilgili olumsuz diyebileceğim sadece ufak tefek çizikler var sadece kulaklık şarj aleti orjinal değil zaten bu fiyata orjinal gönderseler aklımda soru işaretleri olurdu ayrıca aksesuarları temin edebilirsiniz önemli olan telefondu oda gayet güzel bir şekilde geldi . . teşekkürler teledükkan,"olumlu, çok, güzel, hiç, ilgili, olumsuz, sadece, ufak, var, sadece, zaten, ayrıca, gayet, güzel",0.8644313128599995,1,1
246,ürün 24 saat içinde elime saglam bir şekilde ulasti tesekkurler ☺,ürün 24 saat içinde elime sağlam bir şekilde ulaştı teşekkürler ☺,sağlam,0.05664488017429194,1,1
247,Evet ürün yorumlarda anlatıldığı gibi,evet ürün yorumlarda anlatıldığı gibi,evet,0.030501089324618737,1,1
248,Hediye aldım çok beğenildi,hediye aldım çok beğenildi,çok,1.0,1,1
249,Gayet güzel paketlenmiş beklediğimden hızlı geldi çok teşekkürler,gayet güzel paketlenmiş beklediğimden hızlı geldi çok teşekkürler,"gayet, güzel",0.6230936819172114,1,1
250,begendim sorunsuz,beğendim sorunsuz,,0.0,1,-1
251,Sorunsuz kullanıyoruz herhangi bir şikayetimiz yok. Tevsiye edilir.,sorunsuz kullanıyoruz herhangi bir şikayetimiz yok . tevsiye edilir .,"herhangi, yok",-0.9891067538126361,1,0
252,Ürünün hem fiyatı uygun hem de görüldüğü gibi kaliteli bir ürün,ürünün hem fiyatı uygun hem de görüldüğü gibi kaliteli bir ürün,uygun,0.06100217864923747,1,1
253,Bu telefonu 9 aydır kullanıyorum ısınma yok mükemmel bir sekilde calışıyor kendini otomatik optimize ediyor 😎 herkes almasında farkımız olsun,bu telefonu 9 aydır kullanıyorum ısınma yok mükemmel bir şekilde çalışıyor kendini otomatik optimize ediyor 😎 herkes almasında farkımız olsun,"yok, mükemmel, otomatik",-0.9477124183006536,1,0
254,Çok fonksiyonlu ve kullanışlı 😍,çok fonksiyonlu ve kullanışlı 😍,çok,1.0,1,1
255,Gayet iyi tavsiye ederim.,gayet iyi tavsiye ederim .,"gayet, iyi",0.5686274509803921,1,1
256,"Avantajlar : kapağı büyük<br />8 ay önce satın aldık, ses, program seçenekleri ve yıkama performansından yana memnunuz, fiyat kalite dengesinde oldukça tatmin edici bir ürün.","avantajlar : kapağı büyük<br / > 8 ay önce satın aldık , ses , program seçenekleri ve yıkama performansından yana memnunuz , fiyat kalite dengesinde oldukça tatmin edici bir ürün .","memnun, oldukça",0.23529411764705882,1,1
257,"Olumlu yönleri: Telefon tam anlamıyla sıfır kalitesinde. Teşekkürler

Olumsuz yönleri: Kutu içinde şarj cihazı mevcut. Yanında bir de kulaklık olsaymış mükemmel olur Du.",olumlu yönleri : telefon tam anlamıyla sıfır kalitesinde . teşekkürler olumsuz yönleri : kutu içinde şarj cihazı mevcut . yanında bir de kulaklık olsaymış mükemmel olurdu dü .,"olumlu, tam, olumsuz, mükemmel",-0.07726743665502733,1,0
258,"ürün istediğim ürün, işyeri için aldım.satıcı ve kargo çalışanlarının eline sağlık çok temiz bir teslimat oldu,","ürün istediğim ürün , işyeri için aldım . satıcı ve kargo çalışanlarının eline sağlık çok temiz bir teslimat oldu ,","çok, temiz",1.0305010893246187,1,1
